"articleid","subarticleid","articlename","external_str_id","ecrlongname","ecrsectionid","sectionname","articlebarcode","unitname","sectiontype","rest","flgbase","subarticlebarcode","flg_disable","flg_disable_name","preparemoment_name","baseprice","ecological_class","articletype","article_type_name","tax_system","tag_1212","tag_1162","tag_1162_name","subarticle_marking","subarticle_marking_name","has_any_bc_marking","has_mrc","isloto","class_path","strpath"
"7750659","7750660","Ледянка 1toy Т58480 World of Tanks 52см","9900000057506","Ледянка 1toy Т58480 World of Tanks круглая 52см","1000204","Cafe","1940031584805","шт/1","TYPE_GOODS","20000","SET_BASE","1940031584805","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750659","7750662","Ледянка 1toy Т58480 World of Tanks 52см","9900000057506","Ледянка 1toy Т58480 World of Tanks круглая 52см","1000204","Cafe","4631111113783","шт/1","TYPE_GOODS","20000","SET_NOTBASE","4631111113783","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750664","7750665","Йогурт EPICA 2,5% киви,вин БЗМЖ 290г","9900000058904","Йогурт EPICA питьевой 2,5% киви,виноград БЗМЖ 290г","1000204","Cafe","4606779772108","шт/1","TYPE_GOODS","20000","SET_BASE","4606779772108","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750667","7750668","Сигареты Winston ss fresh menthol","9900000002242","Сигареты Winston super slims fresh menthol","2","СОП.ТОВАРЫ","9900000002242","шт/1","TYPE_GOODS","20000","SET_BASE","9900000002242","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",1,0,"2","СОП.ТОВАРЫ"
"7750670","7750671","Фильтр LUXE LX-02-T очистки топлива","9900000005257","Фильтр LUXE LX-02-T очистки топлива","1000204","Cafe","4606882003236","шт/1","TYPE_GOODS","20000","SET_BASE","4606882003236","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750673","7750674","Автошампунь MANNOL 5075 ASK конц 1л","9900000013413","Автошампунь MANNOL 5075 ASK концентрат 1л","1000204","Cafe","4036021145075","шт/1","TYPE_GOODS","20000","SET_BASE","4036021145075","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750676","7750677","Батончик Kinder buenoWhite 39г","9900000059209","Батончик Kinder buenoWhite 39г","1000204","Cafe","80761761","шт/1","TYPE_GOODS","20000","SET_BASE","80761761","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750679","7750680","Мешок ИГРАЕМ ВМЕСТЕ 180158 Мстители д/об","9900000035842","Мешок ИГРАЕМ ВМЕСТЕ 180158 Мстители для обуви пакет","1000204","Cafe","4690590063514","шт/1","TYPE_GOODS","20000","SET_BASE","4690590063514","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750682","7750683","Очиститель SAPFIRE SQK-1812 бит.пят 0,5л","9900000017401","Очиститель SAPFIRE SQK-1812 битумных пятен 0,5л","1000204","Cafe","4660002842150","шт/1","TYPE_GOODS","20000","SET_BASE","4660002842150","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750685","7750686","Лыжи 5082 Украина","9900000031237","Лыжи 5082 Украина","1000204","Cafe","4820065650820","шт/1","TYPE_GOODS","20000","SET_BASE","4820065650820","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750688","7750689","Шнурки SALTON чер с пропиткой тонк 70см","9900000031280","Шнурки SALTON черные с пропиткой тонкие 70см","1000204","Cafe","4607131420477","шт/1","TYPE_GOODS","20000","SET_BASE","4607131420477","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750691","7750692","Часы Baldinini HB6770N мужские 38мм","9900000059275","Часы Baldinini HB6770N мужские 38мм","1000204","Cafe","8052742557764","шт/1","TYPE_GOODS","20000","SET_BASE","8052742557764","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750694","7750695","Часы Baldinini HB3774A женские 26мм","9900000059276","Часы Baldinini HB3774A женские 26мм","1000204","Cafe","8052742557771","шт/1","TYPE_GOODS","20000","SET_BASE","8052742557771","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750697","7750698","Флаг FIFA-2018 5181325 Москва","9900000061154","Флаг FIFA-2018 5181325 автомобильный с креплением Москва 45х30см","1000204","Cafe","5000999522243","шт/1","TYPE_GOODS","20000","SET_BASE","5000999522243","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750700","7750701","Флаг FIFA-2018 5181324 Н.Н","9900000061155","Флаг FIFA-2018 5181324 автомобильный с креплением Нижний Новгород 45х30см","1000204","Cafe","5000999522168","шт/1","TYPE_GOODS","20000","SET_BASE","5000999522168","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750703","7750704","Флаг FIFA-2018 5181320 СПб","9900000061156","Флаг FIFA-2018 5181320 автомобильный с креплением Санкт-Петербург 45х30см","1000204","Cafe","5000999522212","шт/1","TYPE_GOODS","20000","SET_BASE","5000999522212","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750706","7750707","Батончик Текмар асс 40г","9900000059434","Батончик Текмар ассортимент 40г","1000204","Cafe","2000999903151","шт/1","TYPE_GOODS","20000","SET_BASE","2000999903151","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750709","7750710","Флаг FIFA-2018 5181328 Екатеринбург","9900000061157","Флаг FIFA-2018 5181328 автомобильный с креплением Екатеринбург 45х30см","1000204","Cafe","5000999522311","шт/1","TYPE_GOODS","20000","SET_BASE","5000999522311","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750712","7750713","Игрушка Категории 8","9900000029862","Игрушка Категории 8","1000204","Cafe","2000000001135","шт/1","TYPE_GOODS","20000","SET_BASE","2000000001135","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750715","7750716","Ароматизатор SAA-0776 можжевельник","9900000046975","Ароматизатор SAPFIRE SAA-0776 Diamond в дефлектор можжевельник","1000204","Cafe","4610012343970","шт/1","TYPE_GOODS","20000","SET_BASE","4610012343970","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750718","7750719","Сэндвич DC цыпленок пряный соус 175г","9900000051870","Сэндвич Drive Cafe цыпленок пряный соус 175г","1000204","Cafe","8594010428760","шт/1","TYPE_GOODS","20000","SET_BASE","8594010428760","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750721","7750722","Полироль Turtle WAX ClearVue TC60R 0,5л","9900000021259","Полироль Turtle WAX ClearVue TC60R суперчистое стекло 0,5л","1000204","Cafe","5010322742200","шт/1","TYPE_GOODS","20000","SET_BASE","5010322742200","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750724","7750725","Ароматизатор SAT-2024 X-fresh дыня","9900000022480","Ароматизатор SAPFIRE SAT-2024 X-fresh под сиденье дыня","1000204","Cafe","4660002840385","шт/1","TYPE_GOODS","20000","SET_BASE","4660002840385","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750727","7750728","Ароматизатор SAPFIRE SAA-0789 Чер.лед","9900000034924","Ароматизатор SAPFIRE SAA-0789 For Him Черный лед","1000204","Cafe","4610012344014","шт/1","TYPE_GOODS","20000","SET_BASE","4610012344014","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750730","7750731","Ароматизатор SAPFIRE SAA-07932 Св.дождя","9900000034937","Ароматизатор SAPFIRE SAA-07932 Two elements Свежесть дождя","1000204","Cafe","4610012344335","шт/1","TYPE_GOODS","20000","SET_BASE","4610012344335","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750733","7750734","Ароматизатор Angry Birds AB026 Red 3D","9900000040472","Ароматизатор Angry Birds AB026 Red 3D сквош коробка","1000204","Cafe","4630014580616","шт/1","TYPE_GOODS","20000","SET_BASE","4630014580616","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750736","7750737","Ароматизатор Freshco AR1PG037 зел.яблоко","9900000052129","Ароматизатор Freshco AR1PG037 Propaganda майка Всё будет хорошо зеленое яблоко","1000204","Cafe","4680218063552","шт/1","TYPE_GOODS","20000","SET_BASE","4680218063552","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750739","7750740","Аром G-Dr дефлектор жидк лотос","9900000052251","Ароматизатор G-Drive (СТМ) дефлектор жидкостный лотос","1000204","Cafe","4680037720568","шт/1","TYPE_GOODS","20000","SET_BASE","4680037720568","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750742","7750743","Сумка Baldinini HB6730 наплечная синий","9900000059278","Сумка Baldinini HB6730 наплечная синий 28х22х3см","1000204","Cafe","8052742557740","шт/1","TYPE_GOODS","20000","SET_BASE","8052742557740","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750745","7750746","Ароматизатор SAPFIRE SAA-0772 жасмин","9900000022434","Ароматизатор SAPFIRE SAA-0772 Drive в дефлектор жасмин","1000204","Cafe","4660002840743","шт/1","TYPE_GOODS","20000","SET_BASE","4660002840743","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750748","7750749","Ароматизатор SAT-2027 X-Fresh цит.кокт","9900000046981","Ароматизатор SAPFIRE SAT-2027 X-Fresh цитрусовый коктейль","1000204","Cafe","4660002847551","шт/1","TYPE_GOODS","20000","SET_BASE","4660002847551","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750751","7750752","Паста зуб Blend-A-med Pro-Exp св м0,125л","9900000027308","Паста зубная Blend-A-med Pro-Expet все в одном свежая мята 0,125л","1000204","Cafe","5410076242252","шт/1","TYPE_GOODS","20000","SET_BASE","5410076242252","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7750754","7750755","Средство Мистер Мускул ун утр.св 0,5л","9900000035024","Средство Мистер Мускул универсальное Утренняя свежесть бутылка 0,5л","1000204","Cafe","4823002004557","шт/1","TYPE_GOODS","20000","SET_BASE","4823002004557","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
